Spin Current (signed) from 0 to 1 (up)
Time,Value
0.0,0.0
50.0,0.03246514912897366
100.0,0.007903568245602843
150.0,-0.006102008768765556
200.0,-0.006460961780092059
250.0,-0.014413437541211842
300.0,-0.001964040466006113
350.0,0.012965796569712506
400.0,0.00522098711102912
450.0,-0.0029640430101252465
500.0,-0.0059293975012164445
550.0,-0.009858243291785581
600.0,6.029384766456334e-06
650.0,0.01216339339258527
700.0,0.006470006262863512
750.0,-0.0047317840474478704
